./public/audiodata/raw/jiangxi.mp3
-48.00	0.00	25
86.680000	110.760002	2408
14.760000	38.759998	2400
232.000000	254.009995	2201
495.070007	517.080017	2201
467.320007	482.609985	1529
361.869995	369.000000	713
144.070007	150.720001	665
165.000000	171.619995	662
123.190002	129.789993	660
194.880005	201.399994	652
56.590000	62.369999	578
40.959999	46.680000	572
258.359985	263.540009	518
335.829987	340.529999	470
441.279999	445.959991	468
215.300003	219.550003	425
115.099998	118.870003	377
635.369995	639.140015	377
48.759998	52.509998	375
181.360001	185.110001	375
135.070007	138.809998	374
64.750000	68.489998	373
156.000000	159.720001	372
206.490005	210.210007	372
73.480003	76.989998	350
393.000000	396.190002	319
287.540009	290.730011	318
298.920013	301.750000	283
404.369995	407.200012	283
3.260000	5.970000	271
272.350006	275.040009	269
377.799988	380.489990	269
345.619995	347.779999	216
451.079987	453.209991	213
317.440002	319.559998	212
422.899994	425.010010	211
746.679993	748.750000	207
264.739990	266.799988	206
370.200012	372.260010	206
630.669983	632.729980	206
322.649994	324.690002	204
428.109985	430.149994	204
296.040009	297.910004	187
401.489990	403.359985	187
521.320007	523.119995	179
53.180000	54.689999	151
69.239998	70.750000	151
710.320007	711.789978	147
594.330017	595.799988	146
320.320007	321.760010	144
425.779999	427.220001	144
375.809998	377.230011	142
270.359985	271.769989	141
580.719971	581.520020	80
687.960022	688.750000	79
133.029999	133.800003	77
142.029999	142.800003	77
153.070007	153.839996	77
302.559998	303.329987	77
310.149994	310.920013	77
312.279999	313.049988	77
351.519989	352.290009	77
355.510010	356.279999	77
399.570007	400.339996	77
408.019989	408.790009	77
415.600006	416.369995	77
417.739990	418.510010	77
456.980011	457.750000	77
559.960022	560.729980	77
563.250000	564.020020	77
571.960022	572.729980	77
602.299988	603.070007	77
605.489990	606.260010	77
675.979980	676.750000	77
679.270020	680.039978	77
684.760010	685.530029	77
696.739990	697.510010	77
721.510010	722.280029	77
727.820007	728.590027	77
294.119995	294.880005	76
446.760010	447.519989	76
550.409973	551.179993	76
574.409973	575.179993	76
672.359985	673.119995	76
718.320007	719.080017	76
121.050003	121.800003	75
162.089996	162.839996	75
178.169998	178.919998	75
203.130005	203.880005	75
268.720001	269.470001	75
285.279999	286.029999	75
305.679993	306.429993	75
341.320007	342.070007	75
350.010010	350.760010	75
357.640015	358.390015	75
359.200012	359.950012	75
381.450012	382.200012	75
388.049988	388.799988	75
414.160004	414.910004	75
420.279999	421.029999	75
435.929993	436.679993	75
437.970001	438.720001	75
448.239990	448.989990	75
460.959991	461.709991	75
556.359985	557.109985	75
568.770020	569.520020	75
596.489990	597.239990	75
600.090027	600.840027	75
621.039978	621.789978	75
625.599976	626.349976	75
648.090027	648.840027	75
656.609985	657.359985	75
660.210022	660.960022	75
669.690002	670.440002	75
682.840027	683.590027	75
705.210022	705.960022	75
719.849976	720.599976	75
724.479980	725.229980	75
726.210022	726.960022	75
729.809998	730.559998	75
731.489990	732.239990	75
735.570007	736.320007	75
112.940002	113.680000	74
175.940002	176.679993	74
187.389999	188.130005	74
189.429993	190.169998	74
191.660004	192.399994	74
211.940002	212.679993	74
276.000000	276.739990	74
308.709991	309.450012	74
314.829987	315.570007	74
326.779999	327.519989	74
330.480011	331.220001	74
332.519989	333.260010	74
342.790009	343.529999	74
374.179993	374.920013	74
390.739990	391.480011	74
411.140015	411.880005	74
412.559998	413.299988	74
432.239990	432.980011	74
455.470001	456.209991	74
463.100006	463.839996	74
464.660004	465.399994	74
527.469971	528.210022	74
532.080017	532.820007	74
540.599976	541.340027	74
544.200012	544.940002	74
552.119995	552.859985	74
553.679993	554.419983	74
561.500000	562.239990	74
566.830017	567.570007	74
585.500000	586.239990	74
589.200012	589.940002	74
608.469971	609.210022	74
610.200012	610.940002	74
611.830017	612.570007	74
613.799988	614.539978	74
615.479980	616.219971	74
619.559998	620.299988	74
661.679993	662.419983	74
666.429993	667.169983	74
668.109985	668.849976	74
677.520020	678.260010	74
690.429993	691.169983	74
701.520020	702.260010	74
712.510010	713.250000	74
716.109985	716.849976	74
737.059998	737.799988	74
741.619995	742.359985	74
282.600006	283.339996	73
307.100006	307.839996	73
173.899994	174.619995	72
278.709991	279.429993	72
354.040009	354.760010	72
384.160004	384.880005	72
459.500000	460.220001	72
525.359985	526.080017	72
545.679993	546.400024	72
603.859985	604.580017	72
641.369995	642.090027	72
643.479980	644.200012	72
740.109985	740.830017	72
624.090027	624.809998	71
